movieId,title,genres,overview_clean,original_language,vote_average
197177,The Left Hand of the Law,Crime,couple special squad cops gunned down while chasing kidnappers head squad takes really personally violent path find kidnappers leads upper echelons government now powersthatbe dont want found out decide time kill one cop,it,6.0
193315,Too Much Johnson,Comedy,film intended stand itself designed cinematic aspect welles mercury theatre stage presentation william gillettes comedy new york playboy flees violent husband mistress borrows identity plantation owner cuba expecting arrival mail order bride,en,6.5
5804,The Key to Reserva (La clave Reserva),Crime Thriller,overview found,en,7.6
86500,Picasso and Braque Go to the Movies,Documentary,influence artists pablo picasso george braque world cinema subject documentary filmmaker arne glimcher lifelong lover film picasso intrigued machines used create moving pictures well images produced film artists such martin scorsese julian schnabel chuck close late robert rauschenberg reveal picasso braques shared love film helped create greatest art century jason buchanan rovi,en,4.0
230896,Iron Man & Hulk: Heroes United,Action Adventure Animation,invincible iron man incredible hulk join forces save earth greatest threat yet two hydra scientists try supercharge stark arc reactor hulks gamma energy unleash pure electricity called zzzax hes hungry destruction together iron man hulk only force stands way zzzaxs planetary blackout first super heroic duo get through snarling wendigos deadly robots scaly powerhouse abomination two marvels mightiest heroes find way work together without smashing time runs out,en,5.4
38060,The Lorax,Animation Family TV Movie,onceler ruined industrialist tells tale rise wealth subsequent fall disregarded warnings wise old forest creature called lorax environmental destruction caused greed,en,7.8
46963,The Grinch Grinches the Cat in the Hat,Animation Family,cat hat set lovely picnic evil grinch changes plans inventing contraption captures noise makes sound ferocious cat save world clutches grinch only way reach grinchs soft spot,en,9.0
96701,The Infernal Cakewalk,Fantasy Comedy,pluto having seen earth comes back home amazed success wellknown dance cakewalk brought back two noted wellknown dancers start favorite dance amidst flames,fr,6.2
86868,La Vérité si je Mens ! 3,Comedy,eddie dov yvan les autres nos chaleureux amis ont migré sentier moribond banlieue florissante daubervilliers les vieux entrepreneurs juifs ont laissé terrain jeunes grossistes chinois courageux dynamiques petite bande est toujours aussi soudée solidaire que lors des épisodes précédents vie suit son cours gré des petits évènements familiaux des affaires dov semble toujours frivole eddie entreprenant yvan transi karine désinvolte sandra résolue chochana naïve serge irresponsable mythomane quant patrick est amoureux lheureuse élue est loin dêtre facile daccès tout irait pour mieux jusquà quun vent mauvais apporte son lot dadversité compromettant sérieusement cohésion groupe succomberontils sous lorage zizanie bien une fois plus force dentraide ruses dhabileté triompherontils crise avec panache,fr,5.3
31359,Would I Lie to You? 2,Comedy,dans quartier sentier eddie vuibert dov yvan sont confrontés aux procédés pour moins expéditifs leur nouveau client eurodiscount une chaîne européenne dhypermarchés karine lasse des turpitudes son volage époux dov chasse foyer bande copains disloquedov patrick partent tenter leur chance sous soleil californie tandis queddie yvan font les marchés entre temps serge devenu livreur noue une idylle avec chochana boutboul une jeune fille bonne famille qui fait croire quil est très fortunécest alors queddie découvre que faillite dépasse simple échec commercial quil été victime dune scandaleuse escroquerie dès lors décide venger conçoit plan qui réunir mobiliser tous ses amis,fr,6.4
294086,Tiger Orange,Drama,small central california town grew two estranged gay brothers struggle reconnect recent death father,en,6.4
342474,Jenny's Wedding,Comedy Drama,jenny farrell getting married straightlaced family react find out woman thought daughters roommate actually fiancée oldfashioned farrells attempt come terms prospect surprise daughterinlaw face difficult choice either adapt times risk left behind,en,5.3
310137,Bound to Vengeance,Thriller Horror,young woman eve fights back manages escape malicious abductor however discovering only victim eve unravels darker truth decides turn tables captor,en,5.6
263472,Knock Knock,Drama Thriller,devoted husband father left home alone weekend two stranded young women unexpectedly knock door help starts out kind gesture results dangerous seduction deadly game cat mouse,en,4.9
342021,Perfect Proposal,Romance Crime Thriller,while running travel agency macau jiyeon ripped off business partner one day attractive benevolent sungyeol gives irresistible offer monthly salary live luxurious yacht personal care aide owner cenado prominent shipping casino operator company without another option fall back complies nurses ailing man impossible deal jiyeon slowly gains attention sungyeol magnate wavers opportunity secure future love tension rises among figures yacht one predict outcome,ko,7.6
290714,The Surface,Thriller Drama,two strangers end rope suddenly meet middle unpredictable waters lake michigan,en,4.2
75901,The Conquest of Everest,Documentary Drama History,documentary first successful expedition summit mount everest new zealands edmund hillary sherpa tenzing norgay climb mount everest,en,7.3
